title,company,job_category,job_area,salary_min,salary_max
"Assistant – Growth Monitoring, Nutrition",Save the Children,Beauty Care/Health and Fitness,Cox's Bazar,,
Driver,Renaissance Hotels,Special Skilled Jobs,Dhaka,,
"Chief of Party, Bangladesh Integrated Youth Activity (BIYA)",World Vision Bangladesh,Project Management,Anywhere in Bangladesh,,
COUNTRY DIRECTOR,Action Contre la Faim (ACF),Top Management,,,
Software QA Engineer (Automation),Portonics Limited,IT/Software,Dhaka,,
QA Manual Engineer,ShopUp,Engineer,Dhaka,,
"Manager, Engineering (Electrical)",Essential Drugs Company Limited (EDCL),Engineer,Dhaka,,
"Senior Officer/Assistant Manager/Deputy Manager, Agri-Machinery",Haychem (Bangladesh) Limited,Admin/General Management,Anywhere in Bangladesh,,
Steward,Renaissance Hotels,Others,Dhaka,,
Junior Engineering Officer (ETP),Essential Drugs Company Limited (EDCL),Accounts/Finance,Dhaka,,
Area Sales & Marketing Manager,Haychem (Bangladesh) Limited,Marketing/Sales,Anywhere in Bangladesh,,
Digital marketer,Autonomy BD,Marketing/Sales,Mirpur DOHS,20000.00,30000.00
Senior Full Stack WordPress Developer,Codeboxr,IT/Software,Dhaka,30000.00,45000.00
professional Software Developer,Global Softel Inc.,IT/Software,Mirpur DOHS,,
Graphic Designer,Graphic Aid,Design/Creative,Dhaka,,
M&E Specialist,Plan International Bangladesh,Others,Dhaka,129040.00,161300.00
প্রুফ রিডার-কাম-রাইটার (বাংলা),Gyangriha Prokashoni,Others,Dhaka,,
প্রুফ রিডার-কাম-রাইটার (তথ্য ও যোগাযোগ প্রযুক্তি),Gyangriha Prokashoni,Others,Dhaka,,
Frontend Engineer,Mulytic Labs GmbH,IT/Software,Uttara,35000.00,45000.00
Web Developer,One ICT Ltd,IT/Software,Dhaka,,
মার্কেটিং রিপ্রেজেন্টেটিভ,Gyangriha Prokashoni,Marketing/Sales,Anywhere in Bangladesh,,
ব্যক্তিগত কর্মকর্তা,Bangladesh Accreditation Council,Secretary/Receptionist,Anywhere in Bangladesh,12500.00,30230.00
প্রুফ রিডার,Bangladesh Accreditation Council,Others,Anywhere in Bangladesh,10200.00,24680.00
ড্রাইভার,Sherpur Palli Bidytu Samity,Special Skilled Jobs,ভাতশালা,16600.00,41950.00
২য় শ্রেণীর ড্রাইভার,City Group,Special Skilled Jobs,Anywhere in Bangladesh,,
Social Media Manager,Dizit LTD,Media/Advertisement/Event Management,Banani,,
Sr. Manager - Sewing Specialist,Dhakarea Ltd.,Garments/Textile,Dhaka,,
২য় শ্রেণীর মাষ্টার,City Group,Others,Narayanganj,,
Chief Engineer - III/3-MEO IV (NCV),City Group,Engineer,Narayanganj,,
১ম শ্রেণীর মাষ্টার,City Group,Others,Narayanganj,,
হিসাবরক্ষক,Directorate of Secondary and Higher Education (DSHE),Accounts/Finance,Dhaka,11300.00,27300.00
১ম শ্রেণীর ড্রাইভার,City Group,Special Skilled Jobs,Narayanganj,,
ইনল্যান্ড মেরিন ইঞ্জিনিয়ার (IME),City Group,Engineer,Narayanganj,,
Second Engineer - III/3-MEO V (NCV),City Group,Engineer,Narayanganj,,
Mate (NCV) - II/3-NWKO (NCV),City Group,Others,Narayanganj,,
ডাটা এন্ট্রি অপারেটর,Bangladesh Accreditation Council,Data Entry/Operator/BPO,Anywhere in Bangladesh,9300.00,22490.00
ক্যাটালগার,Bangladesh Accreditation Council,Others,Anywhere in Bangladesh,,
Section Officer (IQAC),Feni University (FU),Admin/General Management,Feni,,
Accounts Executive,JobXprss,Accounts/Finance,,15000.00,150000.00
Senior Environmental Specialist,World Bank,Engineer,Dhaka,,
VP - Client Experience,Citigroup,Customer Support/Call Center,Dhaka,,
Principal,Eminence College,Education/Training,Dhaka,,
Lecturer (BBA and CSE),Eminence College,Education/Training,Dhaka,,
Brand Promoter,Toggi Fun World,Others,Dhaka,,
QA Automation Engineer,ShopUp,Engineer,Dhaka,,
Draftsman,Precision Design and Build,Marketing/Sales,"Mirpur, Dhaka",,
Executive - Graphics Design & Social media,Security and Technology Solution,Design/Creative,Dhaka,,
Manager (Accounts & Commercial),Islam Knit Designs Ltd,Commercial/Logistics,Anywhere in Bangladesh,,
Manager Planning,Knit Concern Group,Admin/General Management,Narayanganj,,
Marketing Executive,Mahmud Holdings Ltd,Marketing/Sales,Dhaka,,
Junior WordPress Developer,"RedQ, Inc",IT/Software,Mohakhali DOHS,,
Marketing Executive,Security and Technology Solution,Marketing/Sales,Dhaka,,
Marketing Executive,Smart Brain Bangladesh,Marketing/Sales,Mohammadpur,6500.00,12000.00
Senior Android Developer,Walcart Limited,IT/Software,Dhaka,,
Quality Controller,Siddheswari Girls’ High School - SGHS Bangla Medium,Compliance,Dhaka,,
Receptionist,GREEN Traders,Security/Support Service,Double Mooring,,
React Developer,Walcart Limited,IT/Software,Dhaka,,
Manager (Accounting & Finance),GREEN Traders,Accounts/Finance,"Double Mooring, Chattogram",,
Magento Developer,Walcart Limited,IT/Software,Dhaka,,
Junior Manager,Divine Beauty Lounge,Admin/General Management,"Banani, Dhaka",,
TEACHERS,MH Academy,Education/Training,Dhaka,,
iOS Developer,Walcart Limited,IT/Software,Dhaka,,
HR (Payroll) & Compliance Officer,Tianye Outdoor (BD) Co. Ltd,HR/Human Resource,Pabna,,
Graphics Designer,Hretu's World,Design/Creative,Dhaka,,
GM - Marketing,Flashy Flash Jute Mills Ltd.,Marketing/Sales,Dhaka,,
Trainer,Smart Brain Bangladesh,Education/Training,Mohammadpur,8000.00,15000.00
Team Lead- Information Security,Intellier Ltd.,IT/Software,Uttara,,
DevOps Engineer - Site Reliability Engineer (Malaysia),Deriv Services Ltd,Engineer,Malaysia,125000.00,250000.00
জুনিয়র এক্সিকিউটিভ - সিভিল,Water Solutions Systems,Engineer,বাংলাদেশের যেকোনো স্থানে,15000.00,20000.00
পিয়ন,Elite Movers Education,Admin/General Management,বাংলাদেশের যেকোনো স্থানে,,
Computer Operator,Adorsho Polly Foundation,IT/Software,"Jatrabari, Dhaka",,
Caretaker,Mahmud Holdings Ltd,Others,Dhaka,,
Backend Developer,Walcart Limited,IT/Software,Dhaka,,
ক্লিনার,Molla Salt (Triple Refined) Ind. Ltd.,Security/Support Service,মুন্সিগঞ্জ,,
ড্রাইভার (এম্বুলেন্স),Molla Salt (Triple Refined) Ind. Ltd.,Special Skilled Jobs,মুন্সিগঞ্জ,,
Asst. Merchandiser/Merchandiser,Confidence Texwear Ltd.,Admin/General Management,"Mohakhali, Dhaka",,
অধ্যক্ষ,Shah Mokhdum Medical College,Education/Training,রাজশাহী,,
অধ্যাপক/ সহযোগী অধ্যাপক,Shah Mokhdum Medical College,Education/Training,রাজশাহী,,
Security Guard,Department of Public Health Engineering,Security/Support Service,Anywhere in Bangladesh,8250.00,20010.00
Office Sohayok,Department of Public Health Engineering,Others,Anywhere in Bangladesh,8250.00,20010.00
অফিস সহ: কাম কম্পিউটার অপা:,Shah Mokhdum Medical College,IT/Software,রাজশাহী,,
Mechanic,Department of Public Health Engineering,Others,Anywhere in Bangladesh,9000.00,21800.00
সিনিয়র স্টাফ নার্স,Shah Mokhdum Medical College,Medical/Healthcare Professional,রাজশাহী,,
Assistant Accountant,Bangladesh Accreditation Board,Accounts/Finance,Dhaka,10200.00,24680.00
সহকারী অধ্যাপক/ প্রভাষক,Shah Mokhdum Medical College,Education/Training,রাজশাহী,,
Assistant Manager (Shipping),GREEN Traders,Admin/General Management,"Double Mooring, Chattogram",,
Programmer,Bangladesh Accreditation Board,IT/Software,Dhaka,35500.00,67010.00
রেজিষ্ট্রার/ সহ-রেজিষ্ট্রার,Shah Mokhdum Medical College,Medical/Healthcare Professional,রাজশাহী,,
মেডিকেল টেকনোলজিস্ট,Shah Mokhdum Medical College,Medical/Healthcare Professional,রাজশাহী,,
Store Officer,Bangladesh Accreditation Council,Supply Chain/Procurement/Purchase,Dhaka,12500.00,30230.00
Assistant Librarian,Bangladesh Accreditation Board,Education/Training,Dhaka,16000.00,38640.00
মেডিকেল অফিসার,Shah Mokhdum Medical College,Medical/Healthcare Professional,রাজশাহী,,
Assistant Director,Bangladesh Accreditation Council,Top Management,Dhaka,22000.00,53060.00
Data Entry Operator,Bangladesh Accreditation Board,Data Entry/Operator/BPO,Dhaka,9300.00,22490.00
মালি,Molla Salt (Triple Refined) Ind. Ltd.,Security/Support Service,মুন্সিগঞ্জ,,
Cataloger,Bangladesh Accreditation Board,Others,Dhaka,9300.00,22490.00
বাবুর্চি,Molla Salt (Triple Refined) Ind. Ltd.,Restaurant/Kitchen/Food,মুন্সিগঞ্জ,,
Office Assistant Cum Computer Typist,Bangladesh Accreditation Board,Data Entry/Operator/BPO,Dhaka,9300.00,22490.00
Proof Reader,Bangladesh Accreditation Board,Others,Dhaka,10200.00,24680.00
Computer Operator,Bangladesh Accreditation Council,Data Entry/Operator/BPO,Dhaka,11000.00,26590.00
প্রশিক্ষক (প্লাম্বিং এন্ড পাইপ ফিটিং),Dhaka Ahsania Mission,Education/Training,"দামপাড়া, আশুলিয়া, সাভার,",18000.00,20000.00
Messenger,Bangladesh Accreditation Council,Others,Dhaka,8250.00,20010.00
Office Sohayok,Bangladesh Accreditation Board,Admin/General Management,Dhaka,8250.00,20010.00
Junior Teacher (Physical Training Instructor),Bangladesh International School and College,Education/Training,Dhaka,16000.00,38640.00
Junior Teacher (Biology),Bangladesh International School and College,Education/Training,Dhaka,22000.00,53060.00
Accounts Officer (Female) (Dyeing Factory),Islam Knit Designs Ltd,Garments/Textile,Narayanganj,,
Junior Teacher (Bangla),Bangladesh International School and College,Education/Training,Dhaka,22000.00,53060.00
স্টোর অফিসার/ ওয়ার্ড মাস্টার,Shah Mokhdum Medical College,Medical/Healthcare Professional,রাজশাহী,,
Operation Officer (Admin),Bangladesh International School and College,Production/Operation,Dhaka,23000.00,55470.00
Store Keeper,Bangladesh International School and College,Others,Dhaka,12500.00,30230.00
Account Executive,Mahmud Holdings Ltd,Accounts/Finance,Dhaka,,
ডাইরেক্টর/ এক্সজিকিউটিভ ডাইরেক্টর  (হসপিটাল),Shah Mokhdum Medical College,Top Management,রাজশাহী,,
Office Assistant Cum Computer Operator,Bangladesh International School and College,Data Entry/Operator/BPO,Dhaka,12500.00,30230.00
Attendant,Bangladesh International School and College,Others,Dhaka,9700.00,23490.00
Marketing & Sales Executive,Time Tours and Travels,Marketing/Sales,Chattogram Sadar,,
Driver,Bangladesh International School and College,Special Skilled Jobs,Dhaka,12500.00,30230.00
Marketing & Sales Executive,Time Tours and Travels,Marketing/Sales,"Chattogram Sadar, Chattogram",,
নিরাপত্তা প্রহরী,Molla Salt (Triple Refined) Ind. Ltd.,Security/Support Service,মুন্সিগঞ্জ,,
সহযোগী অধ্যাপক পদার্থ বিজ্ঞান,Dhaka University,Education/Training,ঢাকা,50000.00,71200.00
Sales Girl (Cosmetics Store),Hretu's World,Supply Chain/Procurement/Purchase,"Dhanmondi, Dhaka",8000.00,15000.00
ক্লার্ক কাম টাইপিস্ট,Department of Public Health Engineering,Data Entry/Operator/BPO,ঢাকা,9300.00,22490.00
Communications and Reporting Officer (American Red Cross),International Federation of Red Cross and Red Crescent Societies,Admin/General Management,Cox's Bazar,,
DRR Officer (American Red Cross),International Federation of Red Cross and Red Crescent Societies,Admin/General Management,Cox's Bazar,,
Emergency Response Officer (American Red Cross),International Federation of Red Cross and Red Crescent Societies,Admin/General Management,Cox's Bazar,,
Senior Program Officer: DRR (American Red Cross),International Federation of Red Cross and Red Crescent Societies,Project Management,Cox's Bazar,,
CAD Master (Technician),Tianye Outdoor (BD) Co. Ltd,Garments/Textile,Pabna,,
Diploma Engineer (Civil),Mahmud Holdings Ltd,Engineer,Dhaka,,
Assistant Manager - HR & Administration,Banolata Refractory Ltd,HR/Human Resource,Natore,30000.00,35000.00
Store Keeper,Banolata Refractory Ltd,Commercial/Logistics,Natore,15000.00,20000.00
Human Resource Manager,NDE Readymix Concrete,HR/Human Resource,Banani,,
Sexual and Reproductive Health Program Manager (Re Advertisement),CARE Bangladesh,Medical/Healthcare Professional,Cox's Bazar,,
ড্রাইভার,BRAC University,Special Skilled Jobs,Mohakhali,,
Sr Executive  (Accounts & Finance),Banolata Refractory Ltd,Accounts/Finance,Dhaka,,
Accounts Officer,Banolata Refractory Ltd,Accounts/Finance,Natore,15000.00,25000.00
সহকারী শিক্ষক,Rajarbagh Police Lines School and college,Education/Training,Rajarbagh,,
"Operations Executive,",Global Immigration Consultants Ltd,Production/Operation,Gulshan-1,20000.00,30000.00
Enthusiastic interns,Greenfield Jutex Ltd,Others,Bashundhara,,
HR Executive (Intern),MangoTru Ltd,Others,Banani,,
Business Development (Intern),MangoTru Ltd,Others,Banani,,
"Executive, Retail Sales",Carnival Internet,Marketing/Sales,"Badda, Shahajadpur,",,
Senior Executive/ Executive,M2M Communications Ltd,Admin/General Management,Dhaka,,
"Support Engineer, Contact Center",Carnival Internet,Engineer,"Badda, Shahaadpur",,
"Executive, Graphic Design",Amal Foundation,Design/Creative,,15000.00,20000.00
Senior Full-Stack Developer.,Riseup Labs,IT/Software,,,
Assistant Manager-Materials Management,HR Outsources,IT/Software,Gazipur,60000.00,65000.00
A GRANTS COORDINATOR,Action Contre la Faim (ACF),Admin/General Management,Dhaka,,
Sr. Software Engineer (Java),CS InfoTech Ltd.,IT/Software,Dhaka,45000.00,55000.00
Executive Business Development,Utshob Group,Marketing/Sales,Merul Badda,,
Front-End Developer,AamarTaka,IT/Software,Banani,30000.00,45000.00
Full Stack Developer,Bangla Puzzle Limited,IT/Software,Shyamoli,,
Mid-Level PHP developer,ELO,IT/Software,,,
QA & Testing,"RedQ, Inc",Others,Mohakhali DOHS.,25000.00,40000.00
"Executive, Finance & Accounts",Enroute International Limited,Accounts/Finance,,,
Class Teacher,Little Bees English School,Education/Training,Halishahar,,
Business Development Manager,Nuchem BD,Marketing/Sales,Anywhere in Bangladesh,,
Design & System Engineer - Fire Fighting,Z3 Corporation,Engineer,Anywhere in Bangladesh,,
আরএসএম (সেলস্ এন্ড মার্কেটিং),Gana Unnayan Kendra,Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,,
Senior Android Developer,Katex Bd,IT/Software,Bairdhara DOHS,45000.00,90000.00
Manager - Sales & Marketing,Accept Software Solutions Ltd.,Marketing/Sales,Farmgate,,
Sales Executive,N H Plastic Industries,Marketing/Sales,Mirpur,,
Manager Admin and HRD,Bangla Tel Ltd,HR/Human Resource,Anywhere in Bangladesh,,
বিতরণ কর্মী,Speedex Courier Service,Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,,
সহকারী জেনারেল ম্যানেজার (সেলস্ এন্ড মার্কেটিং),Gana Unnayan Kendra,Marketing/Sales,বাংলাদেশের যেকোনো স্থানে,,
Assistant Manager in Internal Audit,Sultan's Dine,Accounts/Finance,Dhaka,,
Office Manager,OAE Tours and Travels,Admin/General Management,Jatrabari,8000.00,15000.00
"Executive, Digital Marketing",SpaceNet Limited,Marketing/Sales,Anywhere in Bangladesh,,
Executive - Billing Controller,SICHO Group,Admin/General Management,Banani,,
ডেলিভারি এক্সিকিউটিভ,Halogen Courier Service,Delivery/Distribution,মিরপুর ও মোহাম্মদপুর,,
Executive- Admin & Commercial,Z3 Corporation,Commercial/Logistics,Dhaka,,
সহকারী ব্যবস্থাপক (অর্থ ও হিসাব),Gana Unnayan Kendra,Accounts/Finance,বাংলাদেশের যেকোনো স্থানে,,
Executive (Accounts & Finance),SICHO Group,Accounts/Finance,Banani,,
Medical Officer,Anwara Diagnostic Center,Medical/Healthcare Professional,Arpara,,
